楼盘名称,开发商名称,是否售空,销售单价,楼盘性质
祥新如澜邸,杭州融珏实业有限公司,待售,480万/套,住宅
望青府,杭州沃都房地产开发有限公司,待售,价格待定,住宅
耦贤里,杭冠置业（杭州）有限公司,在售,125-220万/套,住宅
耦贤里,杭冠置业（杭州）有限公司,在售,530-620万/套,别墅
湖语牧松,杭州鑫澜置业有限公司,在售,360-450万/套,别墅
金地威新中心,杭州金熠房地产开发有限公司,待售,价格待定,写字楼
岫町华庭,杭州英蓝置业有限公司,待售,价格待定,住宅
钱潮鸣翠云筑,杭州滨硕实业有限公司,待售,价格待定,写字楼
青西铭府,杭州大江东地产开发有限公司,在售,275-280万/套,住宅
棠颂大院,杭州青曼置业有限公司,在售,115-196万/套,住宅
大华峰汇华城,杭州熙华房地产开发有限公司,在售,200-270万/套,住宅
如沐清晖城,杭州临安西子房地产开发有限公司,在售,210-320万/套,住宅
金地威新科技园,金地（集团）股份有限公司,待售,价格待定,写字楼
绿都中天云屿江月,杭州辉都置业有限公司,在售,160-180万/套,住宅
杭州国际金融中心,杭州新汇东置业有限公司,待售,1080-1450万/套,住宅
地上衣锦上府,杭州地上房地产集团有限公司,待售,价格待定,住宅
严州云境府,杭州新城骏宏恒锦房地产开发有限公司,待售,价格待定,住宅
华景川云萃天和城,杭州富阳景莱房地产开发有限公司,在售,170-230万/套,住宅
杭房启润学府,杭州启祥房地产开发有限公司,在售,218-267万/套,住宅
杭房富春山居湖著观邸,杭州致祥房地产开发有限公司,在售,260-340万/套,住宅
钱塘ONE,杭州汇辉置业有限公司,待售,价格待定,写字楼
鲲鹏府,杭州浩都房地产开发有限公司,待售,价格待定,住宅
建发缦云轩,杭州兆顺房地产有限公司,在售,1600万/套,写字楼
春和云境,杭州北和置业有限公司,待售,价格待定,写字楼
天溪半岛,富春江旅游度假区开发有限公司,在售,1000-1900万/套,别墅
绿都中天云屿江月,杭州辉都置业有限公司,在售,420万/套,别墅
月映星语园,杭州星桂置业有限公司,在售,300-334万/套,住宅
名门旺府,杭州恒晨置业有限公司,在售,105-145万/套,住宅
瑞聚商务中心,浙江瑞聚置业有限公司,待售,价格待定,写字楼
中天宸锦学府,杭州嘉境房地产开发有限公司,在售,135-175万/套,住宅
裕隆大厦,杭州裕捷置业有限公司,在售,156-280万/套,写字楼
之江明月府,杭州绿金匠心置地有限公司,在售,72-93万/套,住宅
之江明月府,杭州绿金匠心置地有限公司,在售,160-235万/套,别墅
天泱雅筑,杭州星潼置业有限公司,待售,价格待定,写字楼
听悦雅庭,杭州新黄浦滨顺房地产开发有限公司,在售,335万/套,住宅
湖境天宸里,杭州会林盛和置业有限公司,在售,360万/套,住宅
湖悦岚湾,杭州滨耀置业有限公司,在售,270万/套,住宅
锦上云澜,杭州锦宇房地产开发有限公司,在售,267-450万/套,住宅
春樾星宸,杭州雅筑房地产开发有限公司,在售,350万/套,住宅
江宸商务中心,杭州钱和置业有限公司,待售,价格待定,商业类
众安明彩城,浙江众都置业有限公司,待售,价格待定,写字楼
天目山晓城,杭州滨江房产集团股份有限公司,待售,价格待定,别墅
绿城吉祥里,杭州绿城祥宸房地产开发有限公司,在售,1000万/套,写字楼
景顺铂悦城,杭州望景置业有限公司,待售,价格待定,写字楼
东原东傲城,杭州东望房地产开发有限公司,在售,93万/套,底商
东原东傲城,杭州东望房地产开发有限公司,在售,300万/套,写字楼
浅山明月府,桐庐县金枝房地产开发有限公司,在售,125-150万/套,住宅
绿城青亭,杭州望云房地产开发有限公司,待售,价格待定,写字楼
地铁万科杭行道,杭州商庭房地产开发有限公司,待售,价格待定,写字楼
半山林畔商务中心,杭州半山半岛置业有限公司,待售,价格待定,写字楼
复创云城,杭州复禹置业有限公司,待售,价格待定,写字楼
欧镁创新城,杭州超级总埠置业发展有限公司,待售,价格待定,写字楼
西投银泰城,杭州西投银泰建设发展有限公司,待售,价格待定,写字楼
地铁万科彩虹天空之城,杭州南璟置业有限公司,在售,500-600万/套,商业
保亿丽云府,杭州临安曙光商贸有限公司,在售,230.3-303.8万/套,住宅
天瑄城,杭州龙悦有限公司,在售,1000万/套,写字楼
隐舟府,杭州银昇置业有限公司,在售,472.7万/套,别墅
运晓花望府,杭州北榆房地产开发有限公司,在售,295万/套,住宅
粤港湾·心安江上,广州粤港湾投资有限公司,待售,价格待定,住宅
海悦中心,杭州海悦地产有限公司,在售,500万/套,写字楼
城北地铁宝龙城市广场,杭州宝龙桃源实业发展有限公司,在售,45000元/㎡,商业
绿地商业中心,绿地控股集团杭州东城房地产开发有限公司,待售,价格待定,写字楼
隐舟府,杭州银昇置业有限公司,在售,200万/套,住宅
中南未来里,杭州中璟邦达置业有限公司,在售,230万/套,底商
建发天悦云庐,桐庐兆禧房地产有限公司,在售,214-278万/套,住宅
建发天悦云庐,桐庐兆禧房地产有限公司,在售,价格待定,别墅
绿城良渚芯云,万劢德（杭州）数字科技产业发展有限公司,待售,价格待定,写字楼
西投横创商务中心,杭州西投置业有限公司,待售,价格待定,写字楼
清来嘉座,杭州滨园实业有限公司,待售,价格待定,写字楼
未来新湖中心,浙江新湖海创地产发展有限公司,待售,价格待定,写字楼
奥体华悦城,杭州钜宝置业有限公司,在售,133万/套,写字楼
溪谷岚湾,杭州良渚文化村开发有限公司,在售,200万/套,商业
德信御临云峰,杭州德信云昊置业有限公司,待售,价格待定,写字楼
碧桂园奇山望庐,桐庐宝辰置业有限公司,待售,价格待定,别墅
越秀星颂府,杭州越燊房地产开发有限公司,待售,价格待定,住宅
蓝城英冠滨悦城,浙江英冠控股集团有限公司,在售,1500万/套,写字楼
钱投新宸商务中心,杭州钱运置业有限公司,待售,价格待定,写字楼
越秀鸣翠悦映轩,杭州越珑房地产开发有限公司,待售,价格待定,住宅
越秀云麓悦映邸,杭州越珑房地产开发有限公司,在售,162万/套,住宅
锦翠金宸府,杭州滨秀房地产开发有限公司,在售,336-470万/套,住宅
绿城春江潮鸣,杭州百合房地产开发有限公司,在售,1030-3200万/套,别墅
圣奥晓风望月府,杭州望诚房地产有限公司,在售,360-380万/套,住宅
馥源庭,嘉里置业（杭州）有限公司,待售,价格待定,住宅
潮上中南银座,杭州中南嘉景置业有限公司,在售,1800万/套,写字楼
江澜云境阁,杭州中南嘉景置业有限公司,在售,1700万/套,写字楼
和悦清晖园,杭州西业置业有限公司,待售,650-800万/套,别墅
棠前嘉座,杭州滨绍房地产开发有限公司,待售,价格待定,写字楼
城北地铁宝龙城市广场,杭州宝龙桃源实业发展有限公司,在售,45000元/㎡,底商
棠颂大院,杭州青曼置业有限公司,在售,500万/套,别墅
蓝城云和里,杭州天坤实业有限公司,在售,900万/套,写字楼
海潮望月城,杭州滨来置业有限公司,待售,价格待定,写字楼
桃李望湖里,杭州桃李湖滨房地产开发有限公司,在售,260-495万/套,住宅
青溪美庐,杭州荣上房地产有限公司,在售,55-92万/套,住宅
青溪美庐,杭州荣上房地产有限公司,待售,330万/套,别墅
海威领界,杭州弘威置业有限公司,待售,价格待定,写字楼
萧元江南沥城,杭州新丝路房地产开发有限公司,待售,价格待定,写字楼
龙井院子,杭州绿庭置业发展有限公司,在售,700-900万/套,别墅
富春御园,杭州香溢春江山居置业有限公司,在售,700-3000万/套,别墅
沥瑞府,杭州新丝路房地产开发有限公司,在售,145-206万/套,住宅
绿城三江明月,德利服饰实业（杭州）有限公司,在售,72-86万/套,商业类
桃源时代,杭州中豪金星置业有限公司,在售,700万/套,写字楼
和兴云合印中心,杭州钱唐商业发展有限公司,在售,1200万/套,写字楼
保利融信和光尘樾,杭州保欣置业有限公司,在售,350万/套,底商
星翠芳华府,杭州滨侨房地产开发有限公司,在售,305万/套,住宅
亿联之江心月,杭州拓城置业有限公司,待售,价格待定,写字楼
康迪新座之江印,杭州元山置业有限公司,在售,84-140万/套,写字楼
翠著邱山里,杭州景煊置业有限公司,在售,414-562万/套,住宅
融和名座,杭州中淘盛保网络科技有限公司,在售,112万/套,商业类
文缦滨汇府,杭州滨江集团天目山开发建设有限公司,在售,370-450万/套,住宅
春境前潮府,杭州博前房地产开发有限公司,在售,270-335万/套,别墅
海伦堡星座,海伦堡控股集团有限公司,在售,90万/套,商业类
久映樾府,杭州驭江置业有限公司,在售,380-400万/套,别墅
保亿湖珀润园,保亿置业集团有限公司,待售,715万/套,别墅
拥奥府,杭州滨江房产集团股份有限公司,待售,价格待定,住宅
滨运锦上湾,杭州运河恒尚置业有限公司,待售,价格待定,住宅
春境东来院,杭州博岳房地产开发有限公司,在售,374-582万/套,别墅
澄虹府,杭州滨兰房地产开发有限公司,待售,607-1085万/套,住宅
汀南学仕府,杭州金澎置业有限公司,待售,价格待定,住宅
华景川曜珹里,浙江嘉丰房地产开发有限公司,在售,470-600万/套,别墅
兴耀金帝启岸城,杭州星宜置业有限公司,在售,300万/套,写字楼
东湖云杉郡,杭州富云置业有限公司,在售,50万/套,商业
江东阳光名城,杭州春天房地产开发有限公司,在售,771万/套,别墅
卓华名座,杭州秋泽置业有限公司,在售,70-150万/套,商业类
星著柏悦府,杭州敏骏房地产开发有限责任公司,在售,100万/套,商业
月赋杭承府,杭州瑞昇房地产开发有限公司,待售,价格待定,住宅
潮观平澜府,杭州建雅房地产开发有限公司,待售,1208-11022万/套,住宅
中节能之江首座,中节能（杭州）环保发展有限公司,待售,价格待定,写字楼
杭州世纪中心,绿地控股集团杭州双塔置业有限公司,待售,价格待定,写字楼
富春金茂星外滩·秦望府,杭州秦茂置业有限公司,待售,价格待定,写字楼
宸著锦庭,杭州临安中天房地产开发有限公司,在售,174-250万/套,住宅
华夏溪揽星院,杭州紫瑞置业有限公司,在售,418-536万/套,别墅
保亿观云昆月城,保亿屹虹（杭州）实业有限公司,待售,价格待定,商业
誉满轩,浙江庞鑫电力能源有限公司,待售,价格待定,商业类
华景川云檐里,杭州川成房地产开发有限公司,在售,450-560万/套,别墅
红嘉汇商业中心,杭州汉嘉房地产咨询有限公司,待售,936万/套,写字楼
春境东来院,杭州博岳房地产开发有限公司,待售,价格待定,住宅
星创杭启云珹府,浙江星晖置业有限公司,在售,217-311万/套,住宅
华梁翰如府,浙江星晖置业有限公司,待售,价格待定,住宅
和著风华里,杭州保源置业有限公司,在售,320-400万/套,住宅
运晓花映里,杭州北桐房地产开发有限公司,在售,285-390万/套,住宅
湖翠晓印轩,杭州南茂房地产开发有限公司,待售,800万/套,别墅
华鸿都会中心,浙江华鸿嘉信房地产开发有限公司,待售,价格待定,商业类
印悦里,杭州泰谷商业管理有限公司,待售,价格待定,住宅
悦黛蓝翰轩,杭州万胜房地产开发有限公司,待售,价格待定,住宅
千岛湖荷源府,淳安数科置业有限公司,待售,价格待定,别墅
和家园臻园,杭州振兴置业投资有限公司,在售,1506.37万/套,别墅
兴合望江中心,杭州盛锐建设开发有限公司,在售,270-1000万/套,商业类
坤生樾青里,杭州乾富房地产有限公司,在售,175-207万/套,住宅
湖境观岚湾,杭州星泛置业有限公司,在售,207-296万/套,住宅
濋玥府,杭州众安锦瑞房地产开发有限公司,在售,273-350万/套,住宅
万科星图光年轩,杭州万璞置业有限公司,在售,305万/套,住宅
滨江枫秀云庭,杭州滨江房产集团股份有限公司,待售,368-686万/套,住宅
赞成月语和风里,杭州金尚房地产开发有限公司,在售,260-330万/套,住宅
春境前潮府,杭州博前房地产开发有限公司,在售,160-165万/套,住宅
西投万科·开物创新大厦,杭州西投万科置业有限公司,待售,价格待定,写字楼
泽翠居,杭州众璟置业有限公司,在售,157-173万/套,住宅
晴翠秋时府,杭州春风长住房地产开发有限公司,在售,228-270万/套,住宅
德信荷禹宸府,杭州德信东来置业有限公司,在售,217-287万/套,住宅
众安樟源府,杭州众略置业有限公司,在售,121.93-165.77万/套,住宅
萧澜隐翠轩,杭州曙麟置业有限公司,在售,290万/套,住宅
和颂春风里,杭州浙灵置业有限公司,在售,315-410万/套,住宅
晨语汀澜里,杭州崇逸置业有限公司,在售,300-340万/套,住宅
兴耀金帝启岸城,杭州星宜置业有限公司,在售,价格待定,底商
城市蓝湾,杭州宸泰房地产开发有限公司,在售,350万/套,别墅
星缦云渚,杭州北汇置业有限公司,在售,240-410万/套,住宅
久映樾府,杭州驭江置业有限公司,在售,170万/套,住宅
中天海威云咏汀洲府,杭州天樾房地产开发有限公司,在售,310万/套,住宅
华博江南首府,桐庐华博房地产开发有限公司,待售,价格待定,住宅
绿城云溪里,杭州百达房地产开发有限公司,在售,1008-1260万/套,别墅
华元启歆府,杭州华元房地产集团有限公司,待售,122-310万/套,住宅
中国铁建晴萃府,中铁建投江湾（杭州富阳）建设发展有限公司,在售,160-180万/套,住宅
瞰奥府,杭州兰园房地产开发有限公司,在售,320-420万/套,住宅
绿城檀影云庐,杭州青林湾房地产开发有限公司,在售,240-375万/套,别墅
保亿湖珀润园,杭州保亿湘荣置业有限公司,在售,450-500万/套,住宅
艺音金座,杭州联龙置业有限公司,待售,900万/套,写字楼
韵瑚兰庭,杭州伟信房地产开发有限公司,待售,价格待定,住宅
龙大江畔云庐,杭州龙大洋溪房地产开发有限公司,在售,价格待定,住宅
金帝咏颂轩,浙江金帝房地产集团有限公司,在售,335-450万/套,住宅
湖印晓庐,杭州旺湖房产开发有限公司,在售,113-145万/套,住宅
联发保利臻和雅颂,杭州联锦房地产开发有限公司,在售,620-725万/套,住宅
华发联发悦望荟,杭州铧旭置业有限公司,在售,300-470万/套,住宅
庞鑫沁耀府,浙江庞鑫房地产开发有限公司,在售,169.1-246万/套,住宅
未来天空中心,杭州西曙置业有限公司,待售,价格待定,写字楼
龙湖铂曜星座,杭州龙颐房地产开发有限公司,待售,价格待定,商业类
和平德信中心,杭州德昇置业有限公司,待售,价格待定,写字楼
世纪国泰中心,杭州国泰世纪置业有限公司,在售,2500万/套,商业类
翠宸里,杭州滨江房产集团股份有限公司,待售,330-420万/套,住宅
揽潮华庭,杭州滨江房产集团股份有限公司,待售,价格待定,住宅
望斓翠印府,杭州北榕房地产开发有限公司,待售,价格待定,住宅
观麓里,杭州星禹置业有限公司,在售,201-319万/套,住宅
桃境满元里,杭州美辰置业有限公司,待售,价格待定,住宅
湖翠云来府,杭州旭盛房地产开发有限公司,待售,价格待定,住宅
杰立潮正府,浙江杰立建设集团有限公司,待售,价格待定,住宅
聆空云境,杭州会新置业有限公司,待售,价格待定,住宅
紫映云来府,中天控股集团有限公司,待售,价格待定,住宅
杭铁和映云筑,杭州铁路枢纽建设有限公司,待售,价格待定,住宅
滨江湖映里,杭州星岚置业有限公司,在售,161万/套,住宅
建发云熙,建发房地产集团有限公司,待售,价格待定,住宅
建发·云启之江,建发房地产集团有限公司,待售,价格待定,住宅
凯德璟高府,杭州前潮房地产开发有限公司,待售,价格待定,住宅
汀岸辰风里,绿城控股集团有限公司,待售,价格待定,住宅
翡云润府,杭州润兴置业有限公司,待售,价格待定,住宅
美致印象中心,杭州美致房地产开发有限公司,在售,70万/套,商业类
海伦堡星座,杭州启迪协信丁桥赵家科技发展有限公司,在售,价格待定,底商
卓华名座,杭州秋泽置业有限公司,在售,价格待定,商业
明华誉港城,杭州明华置业有限公司,在售,1300-1500万/套,写字楼
伟星咏滨名邸,杭州伟星星悦置业有限公司,待售,价格待定,住宅
中骏鼎湖未来云城,杭州骏熠置业有限公司,在售,价格待定,商业类
庆春广场商业街,杭州庆春广场地下空间开发建设有限公司,待售,价格待定,商业
龙湖唐宁ONE,杭州龙耀房地产开发有限公司,待售,价格待定,商业
理想国际大厦,理想四维地产集团有限公司,待售,价格待定,写字楼
中旅•锦绣东方,宁波杭州湾新区华旅置业有限公司,在售,111-160万/套,住宅
江南御苑,同焜房地产开发（嘉善）有限公司,在售,118-165万/套,住宅
大地西城美院,绍兴嵊州品冠置业有限公司,在售,266-460万/套,别墅
鲁能公馆,湖州东信实业投资有限公司,在售,130-140万/套,住宅
阳光城碧桂园玺园,绍兴汀光房地产开发有限公司,在售,365-485万/套,住宅
中旅·海泉湾,宁波杭州湾新区海泉湾旅游开发有限公司,在售,90-142万/套,住宅
世外旭辉城,浙江均旭房地产开发有限公司,在售,101-115万/套,住宅
玖境府,湖州金睿置业有限公司,在售,115-155万/套,住宅
朗诗绿洲璟院,睿奥（嘉兴）房地产开发有限责任公司,在售,110-161万/套,住宅
华发金融活力城,绍兴铧越置业有限公司,在售,205-380万/套,住宅
世茂美的云筑,绍兴茂旭置业有限公司,在售,240-320万/套,住宅
朗臻云溪花语,诸暨市五泄云栖置业有限公司,在售,60-90万/套,住宅
海波名苑,绍兴裕隆房地产开发有限公司,在售,180-230万/套,住宅
鑫康家园,绍兴鑫川置业有限公司,在售,85-102万/套,住宅
鑫康家园,绍兴鑫川置业有限公司,在售,260万/套,别墅
绿城濮园杏林苑,桐乡市濮院旅游有限公司,在售,150-213万/套,住宅
绿城濮园翔云苑,桐乡市濮院旅游有限公司,在售,216-241万/套,住宅
保亿湖风晓园,保亿悦城（绍兴）房地产开发有限公司,在售,270-360万/套,住宅
鸿翔金桂里,海宁鸿恩置业有限公司,在售,100万/套,住宅
融杭府,绍兴融欣房地产有限公司,在售,110-400万/套,住宅
会稽云庐,绍兴颐康置业有限公司,在售,400-637万/套,别墅
星尚镜廷,绍兴星尚置业有限公司,在售,250-780万/套,住宅
金科旭辉上河之城,绍兴金翎置业有限公司,在售,210-270万/套,住宅
中交朗清园,中交美庐（绍兴）置业有限公司,在售,价格待定,别墅
宝业云溪里,绍兴柯桥宝红房地产开发有限公司,在售,110-375万/套,住宅
鸿翔凤语江南,桐乡市鸿辰置业有限公司,在售,140-196万/套,住宅
华景川融信晴芳园,桐乡市嘉筑置业有限公司,在售,158-220万/套,住宅
金地·明樾华庭,嘉兴同劲置业有限公司,在售,170-250万/套,住宅
锦博学府,嘉善县世纪房产开发有限公司,在售,125-150万/套,住宅
弘阳沁澜府,湖州浩源房地产开发有限公司,在售,98-158万/套,住宅
万城·杭悦府,浙江万城实业集团有限公司,在售,227-325万/套,住宅
悦汇大厦,绍兴远大房地产开发有限公司,在售,65万/套,商业
蓝城·锦月园,海宁蓝虹置业有限公司,在售,140-220万/套,住宅
新邻里广场,嵊州新邻里置业有限公司,在售,66-100万/套,住宅
绍兴黄酒小镇,绍兴弘里文旅发展有限公司,在售,200-550万/套,住宅
禹洲印樾府,绍兴禹鸿房地产开发有限公司,在售,250-630万/套,住宅
绿城濮园梅泾苑,桐乡市濮院旅游有限公司,在售,106-220万/套,住宅
华景川溪上云筑,嘉兴市嘉川房地产开发有限公司,在售,119-175万/套,住宅
华景川溪上云筑,嘉兴市嘉川房地产开发有限公司,在售,450万/套,别墅
荣安▪御宾湾,湖州美安置业有限公司,在售,130-205万/套,住宅
融创嘉潮府,嘉兴裕恒房地产开发有限公司,在售,280万/套,住宅
绿城明月春江,浙江亿和房地产开发有限公司,在售,76-160万/套,住宅
绿城江南明月府（店口）,诸暨市亿昌房地产开发有限公司,在售,165-370万/套,住宅
鸿翔凤语江南,桐乡市鸿辰置业有限公司,在售,340-600万/套,别墅
金辉璟樾云著,绍兴越辉置业有限公司,在售,210-415万/套,住宅
正黄未来天辰苑,嘉兴筑垣置业有限公司,在售,110-145万/套,住宅
钱塘云湾中心,浙江钱塘云湾科技发展有限公司,在售,63-72万/套,写字楼
秀悦澜庭,嘉兴市秀鑫置业有限公司,在售,120-185万/套,住宅
正黄和锦府,湖州正黄置业有限公司,在售,85-170万/套,住宅
蓝城春风江南,诸暨融享房地产开发有限公司,在售,273万/套,别墅
金地·天元鸣望邸,嘉兴金桐房地产开发有限公司,在售,254-420万/套,住宅
前宸府,海宁鸿奥置业有限公司,在售,113-150万/套,住宅
秀宸华府,嘉兴卓航房地产开发有限公司,在售,130-200万/套,住宅
大家锦玥府,绍兴新樾置业有限公司,在售,260-300万/套,住宅
鸣翠里,湖州滨望房地产开发有限公司,在售,170-360万/套,住宅
康宇·西林花园,诸暨康宇房地产开发有限公司,在售,173-275万/套,住宅
融创·嘉望府,嘉兴臻和置业有限公司,在售,150-233万/套,住宅
书香里,桐乡市桐新房地产开发有限公司,在售,200-320万/套,住宅
正黄和锦府,湖州正黄置业有限公司,在售,260-280万/套,别墅
海盐鸿翔云望雅苑,海盐鸿鑫房地产开发有限公司,在售,540-950万/套,别墅
海盐鸿翔云望雅苑,海盐鸿鑫房地产开发有限公司,在售,259-471万/套,住宅
宝湖龙渡,浙江宝地宁达众创空间有限公司,在售,180-240万/套,住宅
铂樾怡庭,嘉善正鸿昀房地产开发有限公司,在售,175-260万/套,住宅
金辉象屿·观澜云庭,绍兴云辉置业有限公司,在售,160-270万/套,住宅
芳华里,桐乡方鸿置业有限公司,在售,154-231万/套,住宅
荣安▪御宾湾,湖州美安置业有限公司,在售,540-800万/套,别墅
蓝悦湾,桐乡市桐源房地产开发有限公司,在售,165-220万/套,住宅
云泰商业中心,绍兴上虞万辉置业有限公司,在售,30万/套,商业
上湖云庐,浙江交控嘉湖置业有限公司,在售,177-216万/套,住宅
振东虞悦府,绍兴上虞新品冠置业有限公司,在售,170-400万/套,住宅
江山和悦府,绍兴市上虞森然杨帆置业有限公司,在售,245-406万/套,住宅
保利.和光屿湖,绍兴保欣置业有限公司,在售,600万/套,住宅
锦上府,绍兴光业房地产开发有限公司,在售,170-196万/套,住宅
万科·湖珀隐秀府,绍兴元昊置业有限公司,在售,290-840万/套,住宅
鸿翔中金·鸿樾府,嘉兴市鸿诚置业有限公司,在售,200-290万/套,住宅
金昌香湖朗月,绍兴智诚房地产开发有限公司,在售,320-630万/套,住宅
懿境商业广场,绍兴上虞尚杰置业有限公司,在售,80万/套,商业
赞成·山语成园,海宁金纬房地产开发有限公司,在售,128-199万/套,住宅
万科.瑧境观邸,绍兴锦池置业有限公司,在售,550-1000万/套,住宅
绿城·和园,浙江绿城时代建设管理有限公司,在售,185-350万/套,住宅
滨江春翠里,湖州滨兴房地产开发有限公司,在售,158-200万/套,住宅
华锦江樾府,绍兴华樾房地产开发有限公司,在售,110-180万/套,商业
卓越蔚蓝领秀二期,杭州鹏跃置业有限公司,售罄,价格待定,底商
云悦湾,杭州盛寅房地产开发有限公司,售罄,170万/套,商业类
绿地中央广场,绿地控股集团（浙江）房地产开发有限公司,售罄,价格待定,底商
万丽璞丽,杭州万霖置业有限公司,售罄,价格待定,住宅
开元名城,杭州开元世纪置业有限公司,售罄,126万/套,商业类
大家金鼎府,杭州景帆置业有限公司,售罄,价格待定,住宅
世茂智慧之门,杭州世茂瑞盈置业有限公司,售罄,27000元/㎡,写字楼
复地壹中心,杭州复曼达置业有限公司,售罄,127万/套,商业类
东南钱江蓝湾,杭州亚马逊置业有限公司,售罄,182万/套,住宅
新湖香格里拉,杭州新城创宏房地产开发有限公司,售罄,2368万/套,别墅
美致生活广场,杭州美致房地产开发有限公司,售罄,15210元/㎡,商业类
世茂中心,海墅房地产开发（杭州）有限公司,售罄,价格待定,写字楼
杭州大悦城,浙江和润天成置业有限公司,售罄,600万/套,商业
中国铁建青秀城,中铁房地产集团杭州京顺置业有限公司,售罄,价格待定,商业
中骏钱塘御景,杭州白鹭房地产开发有限公司,售罄,价格待定,住宅
大千古街,淳安大千古街旅游开发有限公司,售罄,价格待定,住宅
黄龙金茂悦,方兴置业（杭州）有限公司,售罄,60000元/㎡,商业
美莱国际中心写字楼,杭州尼加拉置业有限公司,售罄,价格待定,写字楼
领航城,杭州长龙置业有限公司,售罄,价格待定,住宅
保利罗兰香谷,杭州保利建霖房地产开发有限公司,售罄,价格待定,商业
九龙仓雍景山,富汇房地产开发（富阳）有限公司,售罄,251万/套,别墅
广宇万科公园里,杭州万鼎置业有限公司,售罄,33000元/㎡,商业
佳兆业君汇上品,佳兆业房地产（杭州）有限公司,售罄,价格待定,商业
成功时大大厦,时大控股集团有限公司,售罄,28000元/㎡,商业
融创瑷颐湾,融科智地科技股份有限公司,售罄,价格待定,商业
太平洋银座,杭州中基太平洋置业有限公司,售罄,价格待定,写字楼
金沙世纪大厦,杭州广盛置业有限公司,售罄,价格待定,写字楼
复城国际,富阳复润置业有限公司,售罄,价格待定,商业
万通中心,杭州万通时尚置业有限公司,售罄,497万/套,写字楼
杭州东部国际商务中心,杭州万国投资管理有限公司,售罄,45000元/㎡,商业
诺德财富中心,浙江正凯置业有限公司,售罄,1198万/套,写字楼
赞成中心,杭州金汇房地产开发有限公司,售罄,价格待定,写字楼
原禾大厦,杭州原禾安芯置业有限公司,售罄,价格待定,商业
鸿翔百盛·东望金邸,嘉兴金狮房地产开发有限公司,在售,240-433万/套,住宅
科大湖沁湾,嘉兴绿科匠欣地产有限公司,在售,170-340万/套,住宅
华颐·颐和府,浙江华颐房地产集团有限公司,在售,430-820万/套,别墅
蓝城·春风里,海宁蓝城桉盛置业有限公司,在售,169-272万/套,住宅
苏嘉云境园,嘉兴苏嘉晟置业有限公司,在售,265-460万/套,住宅
晓风映苑,诸暨市惠民保障房建设有限公司,在售,70-80万/套,住宅
蓝城云望府,嘉兴市紫蓝置业有限公司,在售,132-200万/套,住宅
云湖樾,绍兴华瀚房地产开发有限公司,在售,390-910万/套,住宅
众安日月·未来社区,绍兴众明置业有限公司,在售,160-240万/套,住宅
蓝城云望府,嘉兴市紫蓝置业有限公司,在售,460-663万/套,别墅
云上璟园,海盐县鸿创金恒房地产开发有限公司,在售,82-105万/套,住宅
学宸府,桐乡金鸿嘉置业有限公司,在售,80-95万/套,住宅
学宸府,桐乡金鸿嘉置业有限公司,在售,250万/套,别墅
华德云樾,绍兴市华耀房地产有限公司,在售,174-213万/套,住宅
华尚·数智中心,浙江华孚网链投资管理有限公司,在售,55-110万/套,商业
华润置地中心紫园,桐乡润创建设开发有限公司,在售,300-386万/套,住宅
华润置地中心瑞园,桐乡润创建设开发有限公司,在售,310-518万/套,住宅
长东府,湖州东茂置业有限公司,在售,137-425万/套,住宅
晴翠府,湖州卓帆置业有限公司,在售,160-300万/套,住宅
晴翠府,湖州卓帆置业有限公司,在售,450-500万/套,别墅
融创杭州印,杭州国融置地有限公司,售罄,价格待定,底商
富亿NEO中心,杭州富亿房地产开发有限公司,售罄,价格待定,写字楼
富亿NEO中心,杭州富亿房地产开发有限公司,售罄,价格待定,商业
天阳晴朗,杭州天佳置业有限公司,售罄,价格待定,底商
中粮方圆府,杭州鸿悦置业有限公司,售罄,价格待定,底商
天阳尚城国际二期,杭州尚诚置业有限公司,售罄,价格待定,底商
金沙湖1号,浙江万亚置业有限公司,售罄,价格待定,底商
天润商业中心,杭州天泽房地产开发有限公司,售罄,价格待定,商业
悦江商业中心,海墅房地产开发（杭州）有限公司,售罄,100万/套,商业
恒大水晶国际广场,杭州晶立置业有限公司,售罄,价格待定,商业
恒厚阳光城,宁波依然贸易有限公司,售罄,价格待定,商业
绿地旭辉城,杭州拓江置业有限公司,售罄,价格待定,商业
义蓬购物中心,杭州佳运房地产有限公司,售罄,价格待定,商业
西溪智慧健康谷,杭州大涵置业有限公司,售罄,92万/套,商业类
德信泊林春天,浙江鸿宁置业有限公司,售罄,价格待定,商业
德信君宸,杭州京平置业有限公司,售罄,价格待定,商业
金骏大厦,杭州金骏房地产开发有限公司,售罄,100万/套,写字楼
景瑞御蓝湾,杭州景越置业有限公司,售罄,价格待定,商业
金骏大厦,杭州金骏房地产开发有限公司,售罄,价格待定,商业
东方福邸,杭州欣盛嘉业房地产开发有限公司,售罄,价格待定,商业
绿地中央广场,绿地控股集团（浙江）房地产开发有限公司,售罄,价格待定,写字楼
中节能西溪首座,杭州蒋村新区建设有限公司,售罄,价格待定,写字楼
钱江浙商创投中心,浙江浙创置业有限公司,售罄,320万/套,写字楼
沈半路灯具市场,杭州鹏龙实业投资有限公司,售罄,价格待定,写字楼
紫玉福邸,浙江汇元房地产开发有限公司,售罄,价格待定,商业
万科公园大道,杭州东尚置业有限公司,售罄,价格待定,商业
